name; university_id
DNU_Brains;43
DNU_BSoD'ers;43
DNU_Cifeidion;43
DNU_Code_surfers;43
DNU_Dodger;43
DNU_Ducks;43
DNU_IQ140+;43
DNU_MMK;43
DNU_Opossums;43
DNU_Pss;43
DNU_Quantum;43
DNU_Rosinante;43
DNU_Thunder;43
DNU_TTC;43
DNU_Wind;43
CNTU_AdaKids;44
CNTU_BABAX;44
CNTU_BFMV;44
CNTU_CodeBusters;44
CNTU_Discord;44
CNTU_DreamTeam;44
CNTU_HighSkill;44
CNTU_StarLight;44
CNTU_UTNC;44
KSPU_BSOD;46
KSPU_dotDMN;46
KSPU_FatalError;46
KSPU_Full_Stuck_Gods;46
KSPU_HelloWorld;46
KSPU_Heythenberg;46
KSPU_LSD;46
KSPU_NotFound;46
KSPU_Tripplearray;46
CkMIIT-KNUTD_Iwin&pooh;48
PUET_BigBrains;53
PUET_Bomg;53
PUET_Hard_coders;53
PUET_Sequence;53
NMU_AnimeBoys;56
NMU_AnimeBoys;56
NMU_Lumino;56
NMU_SPQR;56
Vladislav Karpov;56
KNU_AFK;58
KNU_Alfa-Pluto;58
KNU_Brainsnap;58
KNU_crazy_rabbits;58
KNU_DropTable;58
KNU_LMT;58
KNU_MaxCode;58
KNU_pzas15_1;58
KNU_ReadyToWin(RtV);58
KNU_SBS;58
KNU_Spanish_inquisition;58
KNU_Tourists;58
ChSTU Padawans;61
ChSTU_MLK_team;61
BSPU_Code_junkies;64
BSPU_RuntimeException2;64
MSPU_AKUMA;65
ONPU_1C_devs;70
ONPU_AC++;70
ONPU_BrainDead;70
ONPU_Compote;70
ONPU_Crystal_Gramma;70
ONPU_Cupcake;70
ONPU_Fikus;70
ONPU_FreeCore;70
ONPU_GreenDay;70
ONPU_Hamster;70
ONPU_Hochu_Avtomat;70
ONPU_ILLUMINATI_CONFIRMED;70
ONPU_International;70
ONPU_KGAT;70
ONPU_LEL_PEL;70
ONPU_LightSCribe;70
ONPU_N^2X;70
ONPU_Night_Programming;70
ONPU_OCTOTHORP;70
ONPU_Oracle;70
ONPU_PK12;70
ONPU_Process;70
ONPU_Ragnaros;70
ONPU_Tomatos;70
TSATU_Kostyli;72
TSATU_Kotitta;72
TSATU_Tavria;72
CPU_MindCrack;73
ZNU_Alt+F4;74
ZNU_Giant_Unicorn;74
ZNU_HelloWorld;74
ZNU_HelloWorld2;74
ZNU_MED;74
ZNU_ProgBeasts;74
ZSEA_Coders_are_not_nerds;75
ZSEA_Dark_Horse;75
ZSEA_FlamyChair;75
ZSEA_Homerun;75
ZSEA_iByte;75
ZSEA_Lily_and_harem;75
ZSEA_LL(1)_Grammar;75
ZSEA_Luckyteam;75
ZSEA_Nedix;75
ZSEA_Night_Raid;75
ZSEA_OpenSauce;75
ZSEA_OptimumSource;75
ZSEA_Podcustom;75
ZSEA_Random - my home;75
ZSEA_SunRise;75
ZSEA_TODO_Win;75
ZNTU_C++NoRegrets;76
ZNTU_CodeMonkeys;76
ZNTU_Crutch_Stackers;76
ZNTU_Ited;76
ZNTU_JustMagiC++;76
ZNTU_Kappatalize;76
ZNTU_KernelPanic;76
ZNTU_NewProject;76
ZNTU_Palindrome;76
ZNTU_PiecesOfFlare;76
ZNTU_Pro100Team;76
ZNTU_SegFault;76
ZNTU_Team2++;76
ZNTU_ToAcme;76
ZNTU_Unit;76
ZNTU_ViV;76
ZNTU_Web_Workers;76
ZNTU_Wisper;76
DonNTU_Aliquam;94
DonNTU_biteIT;94
DonNTU_Bonfire;94
DonNTU_CSTF_United;94
DonNTU_Imperial_of_Infinity;94
DonNTU_OxDEADBEEF;94
DonNTU_RedEyes;94
KDPU1;107
KDPU2;107
KDPU3;107
KDPU4;107
ZIEIT_AIIPCO;108
ZAC_ArtOfIDE;109
PNPU_ SKMK;110
PNPU_BZTS;110
PNPU_PGCT;110
